(1001.8013, 496.20187, 977.31537, 506.24225)
(977.31537, 506.24225, 949.3544, 512.2718)
(949.3544, 512.2718, 929.16235, 517.7338)
(929.16235, 517.7338, 908.43225, 522.5397)
(908.43225, 522.5397, 892.3544, 525.7718)
(892.3544, 525.7718, 878.3669, 529.67865)
(878.3669, 529.67865, 868.6537, 537.4372)
(868.6537, 537.4372, 860.5165, 547.0165)
(860.5165, 547.0165, 866.3577, 551.4108)
(866.3577, 551.4108, 867.0, 561.0)
(867.0, 561.0, 871.7338, 573.83765)
(871.7338, 573.83765, 876.656, 579.2064)
(876.656, 579.2064, 894.8108, 592.8811)
(894.8108, 592.8811, 902.96173, 593.4995)
(902.96173, 593.4995, 921.51764, 601.86127)
(921.51764, 601.86127, 937.30206, 605.9429)
(937.30206, 605.9429, 948.1142, 606.1295)
(948.1142, 606.1295, 967.5, 606.0)
(967.5, 606.0, 994.5, 606.0)
(994.5, 606.0, 1003.4049, 602.6196)
(1003.4049, 602.6196, 1021.4049, 598.1196)
(1021.4049, 598.1196, 1041.1415, 591.4244)
(1041.1415, 591.4244, 1048.7064, 585.844)
(1048.7064, 585.844, 1064.3672, 575.8627)
(1064.3672, 575.8627, 1082.7295, 566.459)
(1082.7295, 566.459, 1098.0431, 558.0789)
(1098.0431, 558.0789, 1103.306, 552.2784)
(1103.306, 552.2784, 1123.2883, 540.2191)
(1123.2883, 540.2191, 1142.2216, 527.9558)
(1142.2216, 527.9558, 1147.9835, 520.9835)
(1147.9835, 520.9835, 1171.4131, 499.08542)
(1171.4131, 499.08542, 1189.6987, 486.29813)
(1189.6987, 486.29813, 1200.9772, 477.3993)
(1200.9772, 477.3993, 1209.4835, 468.4835)
(1209.4835, 468.4835, 1235.1049, 452.10828)
(1235.1049, 452.10828, 1259.6152, 438.31592)
(1259.6152, 438.31592, 1288.698, 428.94284)
(1288.698, 428.94284, 1310.8351, 425.01022)
(1310.8351, 425.01022, 1338.6608, 423.07303)
(1338.6608, 423.07303, 1368.0, 423.0)
(1368.0, 423.0, 1390.3544, 426.7282)
(1390.3544, 426.7282, 1420.7705, 440.45898)
(1420.7705, 440.45898, 1442.8013, 454.79813)
(1442.8013, 454.79813, 1463.5165, 474.4835)
(1463.5165, 474.4835, 1478.2826, 492.57394)
(1478.2826, 492.57394, 1489.2809, 511.2884)
(1489.2809, 511.2884, 1499.793, 542.3147)
(1499.793, 542.3147, 1505.2423, 557.18463)
(1505.2423, 557.18463, 1510.123, 585.6967)
(1510.123, 585.6967, 1510.5, 612.0)
(1510.5, 612.0, 1510.5, 628.5)
(1510.5, 628.5, 1510.5, 652.5)
(1510.5, 652.5, 1508.9047, 676.17175)
(1508.9047, 676.17175, 1502.0032, 707.589)
(1502.0032, 707.589, 1489.9502, 739.59174)
(1489.9502, 739.59174, 1467.127, 769.72284)
(1467.127, 769.72284, 1459.5883, 785.64703)
(1459.5883, 785.64703, 1451.7809, 799.7116)
(1451.7809, 799.7116, 1433.3735, 821.5862)
(1433.3735, 821.5862, 1408.8075, 847.7012)
(1408.8075, 847.7012, 1390.0165, 866.5165)
(1390.0165, 866.5165, 1372.0165, 884.5165)
(1372.0165, 884.5165, 1355.9722, 903.40466)
(1355.9722, 903.40466, 1337.0228, 919.1007)
(1337.0228, 919.1007, 1315.8453, 933.8322)
(1315.8453, 933.8322, 1301.0049, 944.2212)
(1301.0049, 944.2212, 1276.2936, 959.156)
(1276.2936, 959.156, 1258.4569, 968.9211)
(1258.4569, 968.9211, 1233.867, 976.67865)
(1233.867, 976.67865, 1215.4271, 984.3179)
(1215.4271, 984.3179, 1182.5435, 993.2653)
(1182.5435, 993.2653, 1159.8573, 998.1676)
(1159.8573, 998.1676, 1132.6512, 1001.71045)
(1132.6512, 1001.71045, 1118.2083, 1004.39514)
(1118.2083, 1004.39514, 1100.2314, 1006.3139)
(1100.2314, 1006.3139, 1074.0, 1006.5)
(1074.0, 1006.5, 1057.5, 1006.5)
(1057.5, 1006.5, 1036.3857, 1004.8705)
(1036.3857, 1004.8705, 1004.3147, 995.79297)
(1004.3147, 995.79297, 977.4565, 988.7653)
(977.4565, 988.7653, 956.4718, 982.34174)
(956.4718, 982.34174, 932.28534, 971.54846)
(932.28534, 971.54846, 908.9693, 961.3559)
(908.9693, 961.3559, 892.2884, 952.2809)
(892.2884, 952.2809, 883.4049, 951.3804)
(883.4049, 951.3804, 858.8874, 942.8153)
(858.8874, 942.8153, 844.0439, 941.671)
(844.0439, 941.671, 824.835, 938.48975)
(824.835, 938.48975, 812.2686, 937.3139)
(812.2686, 937.3139, 790.79785, 934.06396)
(790.79785, 934.06396, 775.5, 934.5)
(775.5, 934.5, 751.335, 930.98975)
(751.335, 930.98975, 733.5, 931.5)
(733.5, 931.5, 714.0, 931.5)
(714.0, 931.5, 694.5, 931.5)
(694.5, 931.5, 675.1513, 934.21045)
(675.1513, 934.21045, 651.0, 934.5)
(651.0, 934.5, 639.7314, 935.8139)
(639.7314, 935.8139, 624.7314, 937.3139)
(624.7314, 937.3139, 604.5, 937.5)
(604.5, 937.5, 586.17175, 938.9047)
(586.17175, 938.9047, 562.5, 939.0)
(562.5, 939.0, 541.5, 939.0)
(541.5, 939.0, 520.5, 939.0)
(520.5, 939.0, 493.04385, 935.671)
(493.04385, 935.671, 461.7746, 929.1956)
(461.7746, 929.1956, 442.4049, 924.3804)
(442.4049, 924.3804, 421.64566, 920.2718)
(421.64566, 920.2718, 387.20642, 902.156)
(387.20642, 902.156, 363.4835, 880.0165)
(363.4835, 880.0165, 348.4835, 865.0165)
(348.4835, 865.0165, 334.8993, 848.02277)
(334.8993, 848.02277, 323.2788, 831.5048)
(323.2788, 831.5048, 315.57394, 827.2826)
(315.57394, 827.2826, 296.6724, 803.55646)
(296.6724, 803.55646, 284.6724, 787.05646)
(284.6724, 787.05646, 276.27838, 777.6939)
(276.27838, 777.6939, 262.3627, 756.6328)
(262.3627, 756.6328, 252.36125, 735.51764)
(252.36125, 735.51764, 245.25775, 716.31537)
(245.25775, 716.31537, 240.2191, 708.2116)
(240.2191, 708.2116, 230.45898, 688.7705)
(230.45898, 688.7705, 224.22823, 664.3544)
(224.22823, 664.3544, 218.49954, 650.96173)
(218.49954, 650.96173, 211.86125, 636.51764)
(211.86125, 636.51764, 205.89929, 630.52277)
(205.89929, 630.52277, 196.62953, 592.6142)
(196.62953, 592.6142, 196.5, 570.0)
(196.5, 570.0, 196.5, 553.5)
(196.5, 553.5, 196.5, 537.0)
(196.5, 537.0, 200.22823, 514.6456)
(200.22823, 514.6456, 204.18611, 494.26862)
(200.22823, 514.6456, 204.18611, 494.26862)
(278.8139, 501.73138, 279.0, 481.5)
(279.0, 481.5, 279.0, 462.0)
(279.0, 462.0, 279.0, 441.0)
(279.0, 441.0, 280.3139, 429.73138)
(280.3139, 429.73138, 281.8139, 414.73138)
(281.8139, 414.73138, 282.0, 393.0)
(282.0, 393.0, 286.55716, 382.30203)
(286.55716, 382.30203, 290.3951, 362.2082)
(290.3951, 362.2082, 296.57562, 344.85855)
(296.57562, 344.85855, 302.92108, 334.45697)
(302.92108, 334.45697, 313.8083, 322.50693)
(313.8083, 322.50693, 319.45694, 322.42108)
(319.45694, 322.42108, 338.39517, 311.39172)
(338.39517, 311.39172, 339.39508, 314.846)
(339.39508, 314.846, 359.67175, 313.4047)
(359.67175, 313.4047, 379.37613, 311.88953)
(379.37613, 311.88953, 402.0, 312.0)
(402.0, 312.0, 414.8147, 317.793)
(414.8147, 317.793, 432.64178, 326.48187)
(432.64178, 326.48187, 452.2853, 335.54846)
(452.2853, 335.54846, 469.2295, 344.04102)
(469.2295, 344.04102, 487.72125, 354.01767)
(487.72125, 354.01767, 506.7295, 363.54102)
(506.7295, 363.54102, 529.6415, 371.57562)
(529.6415, 371.57562, 552.7686, 374.8139)
(552.7686, 374.8139, 575.8487, 377.71042)
(575.8487, 377.71042, 597.0, 378.0)
(597.0, 378.0, 637.59174, 364.95016)
(637.59174, 364.95016, 656.0176, 356.63873)
(656.0176, 356.63873, 687.7889, 338.4535)
(687.7889, 338.4535, 710.37354, 316.08618)
(710.37354, 316.08618, 722.7019, 298.30127)
(722.7019, 298.30127, 735.4372, 277.65366)
(735.4372, 277.65366, 749.156, 254.7936)
(749.156, 254.7936, 761.5165, 244.01651)
(761.5165, 244.01651, 775.7705, 239.04102)
(775.7705, 239.04102, 795.52277, 224.60071)
(795.52277, 224.60071, 804.9231, 222.11539)
(804.9231, 222.11539, 821.4108, 219.85771)
(821.4108, 219.85771, 853.4988, 218.97003)
(853.4988, 218.97003, 874.6514, 223.0411)
(874.6514, 223.0411, 888.9718, 227.8417)
(888.9718, 227.8417, 901.0729, 232.81787)
(901.0729, 232.81787, 911.63586, 242.7234)
(911.63586, 242.7234, 926.0739, 254.28258)
(926.0739, 254.28258, 943.5645, 270.5551)
(943.5645, 270.5551, 958.5279, 288.40466)
(958.5279, 288.40466, 967.0628, 303.15366)
(967.0628, 303.15366, 974.459, 318.2705)
(974.459, 318.2705, 986.459, 342.2705)
(986.459, 342.2705, 991.70703, 360.6853)
(991.70703, 360.6853, 988.5354, 382.3711)
(988.5354, 382.3711, 984.9603, 395.06778)
(984.9603, 395.06778, 980.82135, 410.1331)
(980.82135, 410.1331, 971.459, 427.2295)
(971.459, 427.2295, 966.2784, 431.3061)
(966.2784, 431.3061, 960.1987, 433.79813)
(960.1987, 433.79813, 951.68463, 435.75775)
(951.68463, 435.75775, 934.6456, 438.7282)
(934.6456, 438.7282, 909.83765, 445.26617)
(909.83765, 445.26617, 891.56775, 449.46033)
(891.56775, 449.46033, 877.6456, 452.2282)
(877.6456, 452.2282, 858.6331, 457.32135)
(858.6331, 457.32135, 829.3464, 473.5628)
(829.3464, 473.5628, 807.4835, 493.9835)
(807.4835, 493.9835, 792.6423, 537.5892)
(792.6423, 537.5892, 792.0, 561.0)
(792.0, 561.0, 799.2662, 593.16235)
(799.2662, 593.16235, 812.344, 617.7936)
(812.344, 617.7936, 845.1892, 649.1189)
(845.1892, 649.1189, 876.03827, 663.5005)
(876.03827, 663.5005, 890.48236, 670.13873)
(890.48236, 670.13873, 916.69794, 678.0571)
(916.69794, 678.0571, 941.8858, 680.8705)
(941.8858, 680.8705, 967.5, 681.0)
(967.5, 681.0, 994.5, 681.0)
(994.5, 681.0, 1021.5951, 675.3804)
(1021.5951, 675.3804, 1039.5951, 670.8804)
(1039.5951, 670.8804, 1064.8585, 662.5756)
(1064.8585, 662.5756, 1087.2936, 650.156)
(1087.2936, 650.156, 1104.6328, 639.1373)
(1104.6328, 639.1373, 1116.2705, 633.541)
(1116.2705, 633.541, 1133.9569, 623.9211)
(1133.9569, 623.9211, 1152.694, 608.7216)
(1152.694, 608.7216, 1159.7117, 605.7809)
(1159.7117, 605.7809, 1182.7784, 591.0442)
(1182.7784, 591.0442, 1201.0165, 574.0165)
(1201.0165, 574.0165, 1222.5869, 553.91455)
(1222.5869, 553.91455, 1231.3013, 548.7019)
(1231.3013, 548.7019, 1247.0228, 536.6007)
(1247.0228, 536.6007, 1262.5165, 521.5165)
(1262.5165, 521.5165, 1272.8951, 516.8917)
(1272.8951, 516.8917, 1296.3848, 503.68408)
(1296.3848, 503.68408, 1309.302, 501.05716)
(1309.302, 501.05716, 1323.1649, 498.98978)
(1323.1649, 498.98978, 1343.3392, 497.92697)
(1343.3392, 497.92697, 1368.0, 498.0)
(1368.0, 498.0, 1375.6456, 500.2718)
(1375.6456, 500.2718, 1387.2295, 507.54102)
(1387.2295, 507.54102, 1401.1987, 517.2019)
(1401.1987, 517.2019, 1410.4835, 527.5165)
(1410.4835, 527.5165, 1419.7174, 539.4261)
(1419.7174, 539.4261, 1423.7191, 547.7116)
(1423.7191, 547.7116, 1428.207, 564.6853)
(1428.207, 564.6853, 1434.7577, 582.81537)
(1434.7577, 582.81537, 1435.877, 596.3033)
(1435.877, 596.3033, 1435.5, 612.0)
(1435.5, 612.0, 1435.5, 628.5)
(1435.5, 628.5, 1435.5, 652.5)
(1435.5, 652.5, 1434.0953, 670.82825)
(1434.0953, 670.82825, 1428.9968, 690.411)
(1428.9968, 690.411, 1420.0498, 712.40826)
(1420.0498, 712.40826, 1409.873, 721.27716)
(1409.873, 721.27716, 1393.4117, 750.35297)
(1393.4117, 750.35297, 1386.2191, 763.2884)
(1386.2191, 763.2884, 1377.6265, 771.4138)
(1377.6265, 771.4138, 1354.1925, 796.2988)
(1354.1925, 796.2988, 1336.9835, 813.4835)
(1336.9835, 813.4835, 1318.9835, 831.4835)
(1318.9835, 831.4835, 1299.0278, 854.59534)
(1299.0278, 854.59534, 1290.9772, 859.8993)
(1290.9772, 859.8993, 1273.1547, 872.1678)
(1273.1547, 872.1678, 1257.9951, 882.7788)
(1257.9951, 882.7788, 1237.7064, 894.844)
(1237.7064, 894.844, 1222.5431, 903.0789)
(1222.5431, 903.0789, 1214.133, 904.32135)
(1214.133, 904.32135, 1187.5729, 914.6821)
(1187.5729, 914.6821, 1163.4565, 920.7347)
(1163.4565, 920.7347, 1144.1427, 924.8324)
(1144.1427, 924.8324, 1123.3488, 927.28955)
(1123.3488, 927.28955, 1104.7917, 930.60486)
(1104.7917, 930.60486, 1092.7686, 931.6861)
(1092.7686, 931.6861, 1074.0, 931.5)
(1074.0, 931.5, 1057.5, 931.5)
(1057.5, 931.5, 1042.6143, 930.1295)
(1042.6143, 930.1295, 1026.6853, 924.20703)
(1026.6853, 924.20703, 996.5435, 916.2347)
(996.5435, 916.2347, 978.5282, 910.65826)
(978.5282, 910.65826, 963.71466, 903.45154)
(963.71466, 903.45154, 939.0307, 892.6441)
(939.0307, 892.6441, 928.7116, 886.7191)
(928.7116, 886.7191, 901.5951, 878.6196)
(901.5951, 878.6196, 884.1126, 872.1847)
(884.1126, 872.1847, 853.9561, 867.329)
(853.9561, 867.329, 837.165, 864.51025)
(837.165, 864.51025, 819.7314, 862.6861)
(819.7314, 862.6861, 802.20215, 859.93604)
(802.20215, 859.93604, 775.5, 859.5)
(775.5, 859.5, 763.665, 857.01025)
(763.665, 857.01025, 733.5, 856.5)
(733.5, 856.5, 714.0, 856.5)
(714.0, 856.5, 694.5, 856.5)
(694.5, 856.5, 665.8487, 859.78955)
(665.8487, 859.78955, 651.0, 859.5)
(651.0, 859.5, 632.2686, 861.1861)
(632.2686, 861.1861, 617.2686, 862.6861)
(617.2686, 862.6861, 604.5, 862.5)
(604.5, 862.5, 580.82825, 864.0953)
(580.82825, 864.0953, 562.5, 864.0)
(562.5, 864.0, 541.5, 864.0)
(541.5, 864.0, 520.5, 864.0)
(520.5, 864.0, 502.95615, 861.329)
(502.95615, 861.329, 477.2254, 855.8044)
(477.2254, 855.8044, 460.5951, 851.6196)
(460.5951, 851.6196, 436.35437, 846.7282)
(436.35437, 846.7282, 425.79358, 837.844)
(425.79358, 837.844, 416.5165, 826.9835)
(416.5165, 826.9835, 401.5165, 811.9835)
(401.5165, 811.9835, 394.1007, 801.97723)
(394.1007, 801.97723, 384.7212, 788.4952)
(384.7212, 788.4952, 362.42606, 768.7174)
(362.42606, 768.7174, 357.3276, 759.44354)
(357.3276, 759.44354, 345.3276, 742.94354)
(345.3276, 742.94354, 332.72162, 728.3061)
(332.72162, 728.3061, 325.6373, 716.3672)
(325.6373, 716.3672, 320.63873, 704.4824)
(320.63873, 704.4824, 315.74225, 690.68463)
(315.74225, 690.68463, 305.7809, 671.7884)
(305.7809, 671.7884, 297.54102, 655.2295)
(297.54102, 655.2295, 297.7718, 649.6456)
(297.7718, 649.6456, 288.50046, 624.03827)
(288.50046, 624.03827, 280.13873, 605.4824)
(280.13873, 605.4824, 265.1007, 584.47723)
(265.1007, 584.47723, 271.37048, 586.3858)
(271.37048, 586.3858, 271.5, 570.0)
(271.5, 570.0, 271.5, 553.5)
(271.5, 553.5, 271.5, 537.0)
(271.5, 537.0, 273.7718, 529.3544)
(273.7718, 529.3544, 278.8139, 501.73138)
(273.7718, 529.3544, 278.8139, 501.73138)
